Timestamp,Ax,Ay,Az,Rx,Ry,Rz,HR_value
0,-1.0275,0.1194,-0.1703,-0.8384,0.2638,0.4818,0
0,-1.0275,0.1194,-0.1703,-0.9582,0.2888,0.5331,0
0,-0.9836,0.0836,-0.1703,-1.0041,0.3336,0.5364,0
0,-0.9734,0.0469,-0.1683,-1.0314,0.3597,0.4818,0
0,-0.9418,0.0153,-0.1459,-1.0368,0.3477,0.4,0
0,-0.9571,0.0336,-0.1571,-1.0183,0.3281,0.3302,0
0,-0.9275,0.0245,-0.1398,-1.0499,0.2802,0.242,0
0,-0.9132,0.0398,-0.1153,-1.0804,0.2136,0.2027,0
0,-0.9244,0.0438,-0.153,-1.1392,0.1776,0.1155,0
0,-0.9235,0.0336,-0.1551,-1.1469,0.193,0.0774,0
0,-0.9622,0.0336,-0.151,-1.1665,0.2093,0.0545,0
0,-1.004,0.0122,-0.153,-1.1873,0.1962,0.0501,0
0,-1.0326,-0.001,-0.1581,-1.1873,0.1962,0.0501,0
0,-1.0459,0.0,-0.153,-1.2232,0.1646,0.0631,0
0,-1.0459,0.0,-0.153,-1.2603,0.1264,0.086,0
0,-1.0541,-0.0031,-0.15,-1.2962,0.1057,0.1264,0
0,-1.0632,-0.0234,-0.1428,-1.3475,0.1079,0.1875,0
0,-1.0928,-0.0367,-0.1337,-1.3956,0.1362,0.2659,0
0,-1.103,-0.0469,-0.1255,-1.4227,0.1428,0.3489,0
0,-1.1091,-0.0561,-0.1173,-1.45,0.1232,0.4077,0
0,-1.0898,-0.0541,-0.1132,-1.4707,0.0894,0.4524,0
0,-1.0622,-0.0663,-0.1183,-1.4641,0.0751,0.4971,0
0,-1.0571,-0.0673,-0.1214,-1.4641,0.0751,0.4971,0
0,-1.0571,-0.0673,-0.1214,-1.4446,0.086,0.5396,0
0,-1.0775,-0.0561,-0.1296,-1.4238,0.0904,0.5745,0
0,-1.0734,-0.049,-0.1316,-1.4162,0.061,0.5963,0
0,-1.0734,-0.0479,-0.1428,-1.4141,0.0228,0.6028,0
0,-1.053,-0.0173,-0.1449,-1.3977,-0.0076,0.6192,0
0,-1.0734,-0.0051,-0.1632,-1.3792,-0.012,0.64,0
0,-1.0847,0.0102,-0.1571,-1.3737,-0.0349,0.6606,0
0,-1.0775,-0.001,-0.1551,-1.3802,-0.0872,0.6682,0
0,-1.0745,-0.0081,-0.1571,-1.3944,-0.1558,0.6966,0
0,-1.0663,-0.0316,-0.1612,-1.3944,-0.1558,0.6966,0
0,-1.0663,-0.0316,-0.1612,-1.4031,-0.2005,0.726,0
0,-1.0469,-0.0357,-0.1642,-1.3737,-0.23,0.7435,0
0,-1.0336,-0.0306,-0.1602,-1.3214,-0.2583,0.7369,0
0,-1.0214,-0.0193,-0.1694,-1.2722,-0.2747,0.7152,0
0,-1.0122,-0.001,-0.1653,-1.2157,-0.2888,0.7043,0
0,-1.0092,0.0551,-0.1387,-1.1949,-0.2987,0.7239,0
0,-1.0234,0.0551,-0.1408,-1.2178,-0.3227,0.7544,0
0,-1.0163,0.0561,-0.1418,-1.268,-0.3717,0.7926,0
0,-1.0061,0.0336,-0.1663,-1.2985,-0.4252,0.8078,0
0,-0.9959,0.049,-0.1612,-1.2985,-0.4252,0.8078,0
0,-0.9847,0.051,-0.1612,-1.2876,-0.4753,0.7937,0
0,-0.9847,0.051,-0.1612,-1.2592,-0.5059,0.7621,0
0,-0.9714,0.0704,-0.152,-1.2276,-0.508,0.7327,0
0,-0.9775,0.1173,-0.1346,-1.2003,-0.5047,0.7195,0
0,-0.9785,0.1275,-0.1306,-1.2145,-0.5102,0.7239,0
0,-1.0031,0.1346,-0.1163,-1.2647,-0.5396,0.7478,0
0,-0.9969,0.1285,-0.1183,-1.3224,-0.5877,0.7718,0
0,-0.9857,0.1214,-0.1153,-1.3617,-0.6203,0.7708,0
0,-0.9633,0.1245,-0.1,-1.3857,-0.6291,0.7632,0
0,-0.9469,0.1703,-0.0836,-1.3857,-0.6291,0.7632,0
0,-0.9418,0.1979,-0.0786,-1.3988,-0.6148,0.7621,0
0,-0.9418,0.1979,-0.0786,-1.4271,-0.6106,0.7621,0
0,-0.9428,0.2367,-0.0663,-1.4675,-0.6148,0.7554,0
0,-0.949,0.2673,-0.0571,-1.5242,-0.6268,0.7489,0
0,-0.949,0.299,-0.0051,-1.5896,-0.6432,0.7359,0
0,-0.949,0.2979,0.0388,-1.6495,-0.6574,0.7195,0
0,-0.9622,0.2795,0.0847,-1.6921,-0.6497,0.7054,0
0,-0.9785,0.2306,0.2122,-1.6986,-0.6356,0.677,0
0,-0.9633,0.201,0.2959,-1.6986,-0.6356,0.677,0
0,-0.9673,0.199,0.3653,-1.6703,-0.6203,0.6388,0
0,-1.0541,0.2367,0.4173,-1.6169,-0.6192,0.6028,0
0,-1.0541,0.2367,0.4173,-1.5753,-0.6497,0.5877,0
0,-0.7133,0.1561,0.6153,-1.5165,-0.6781,0.5778,0
0,-0.851,0.0377,0.3867,-1.413,-0.5211,0.5244,0
0,-0.9224,0.2071,0.6163,-1.1001,-0.3695,0.5931,0
0,-0.8724,0.2612,0.6255,-1.0106,-0.4044,0.5047,0
0,-0.8193,0.2683,0.6214,-1.0009,-0.4263,0.4448,0
0,-0.8673,0.303,0.6041,-0.9714,-0.4414,0.4677,0
0,-0.7775,0.3071,0.5163,-0.954,-0.4557,0.4841,0
0,-0.7775,0.3071,0.5163,-0.954,-0.4557,0.4841,0
0,-0.7499,0.3316,0.5622,-0.9103,-0.3717,0.4742,0
0,-0.7347,0.3541,0.4806,-0.8351,-0.3422,0.4,0
0,-0.7479,0.3949,0.4612,-0.7882,-0.2966,0.3412,0
0,-0.6744,0.3837,0.4908,-0.7806,-0.2737,0.2638,0
0,-0.7255,0.4071,0.4347,-0.7718,-0.2201,0.2159,0
0,-0.7153,0.3918,0.4571,-0.7609,-0.1852,0.1722,0
0,-0.7499,0.3918,0.4428,-0.7642,-0.1503,0.0992,0
0,-0.7285,0.3734,0.4194,-0.7653,-0.1253,0.0206,0
0,-0.7499,0.3734,0.4265,-0.7489,-0.0915,-0.0305,0
0,-0.7816,0.353,0.4326,-0.7489,-0.0915,-0.0305,0
0,-0.7816,0.353,0.4326,-0.7413,-0.0621,-0.0654,0
0,-0.7938,0.3306,0.4673,-0.7304,-0.0501,-0.0883,0
0,-0.803,0.303,0.452,-0.7369,-0.0545,-0.1035,0
0,-0.7969,0.2857,0.4714,-0.7152,-0.0566,-0.11,0
0,-0.8081,0.2734,0.4826,-0.6737,-0.037,-0.1341,0
0,-0.8184,0.2888,0.4816,-0.6181,-0.0152,-0.1623,0
0,-0.8245,0.2898,0.5031,-0.5757,0.0087,-0.1875,0
0,-0.8316,0.303,0.5112,-0.556,0.0196,-0.1886,0
0,-0.8367,0.2928,0.501,-0.5516,0.0294,-0.1842,0
0,-0.8275,0.2775,0.4918,-0.5516,0.0294,-0.1842,0
0,-0.8306,0.254,0.4653,-0.5505,0.037,-0.1766,0
0,-0.8306,0.254,0.4653,-0.5299,0.0577,-0.1755,0
0,-0.8275,0.2632,0.4469,-0.4742,0.0818,-0.1919,0
0,-0.8152,0.2602,0.4428,-0.4284,0.1144,-0.2289,0
0,-0.8152,0.254,0.4357,-0.388,0.1493,-0.2398,0
0,-0.8214,0.2592,0.4479,-0.3685,0.182,-0.2201,0
0,-0.8112,0.249,0.4479,-0.363,0.2005,-0.2169,0
0,-0.8,0.2316,0.4357,-0.3489,0.2213,-0.2354,0
0,-0.7918,0.249,0.4265,-0.3073,0.2594,-0.242,0
0,-0.8,0.2479,0.4285,-0.3073,0.2594,-0.242,0
0,-0.8193,0.2418,0.4255,-0.2703,0.3172,-0.2409,0
0,-0.8193,0.2418,0.4255,-0.2627,0.3565,-0.2289,0
0,-0.8296,0.2438,0.4183,-0.2693,0.3609,-0.206,0
0,-0.8275,0.2347,0.4112,-0.2725,0.363,-0.2016,0
0,-0.8316,0.2255,0.4061,-0.2453,0.387,-0.2245,0
0,-0.8387,0.2255,0.4071,-0.1886,0.4295,-0.2638,0
0,-0.8724,0.2418,0.4112,-0.1493,0.4568,-0.2976,0
1,-0.8877,0.2408,0.401,-0.1428,0.4492,-0.3161,0
1,-0.8887,0.2326,0.3939,-0.1428,0.4492,-0.3161,0
1,-0.9,0.204,0.3673,-0.1352,0.4208,-0.3325,0
1,-0.9132,0.2,0.3469,-0.11,0.4099,-0.3619,0
1,-0.9132,0.2,0.3469,-0.0577,0.4153,-0.3958,0
1,-0.9235,0.2081,0.3469,-0.0021,0.4109,-0.4328,0
1,-0.9112,0.2133,0.3245,0.0261,0.3794,-0.4622,0
1,-0.9071,0.2101,0.301,0.0337,0.3368,-0.4763,0
1,-0.9316,0.2479,0.2255,0.061,0.2812,-0.4677,0
1,-0.9459,0.3234,0.1428,0.0708,0.2289,-0.5091,0
1,-0.9337,0.3622,0.0979,0.074,0.1701,-0.5799,0
1,-0.9275,0.3959,0.0724,0.0555,0.1362,-0.6411,0
1,-0.9337,0.4244,0.0551,-0.0021,0.1198,-0.6682,0
1,-0.9265,0.4,0.05,-0.1177,0.0774,-0.6705,0
1,-0.9051,0.3837,0.0775,-0.1177,0.0774,-0.6705,0
1,-0.8418,0.2918,0.1326,-0.2594,0.0196,-0.6596,0
1,-0.8418,0.2918,0.1326,-0.4077,-0.0097,-0.6585,0
1,-0.8367,0.2786,0.1959,-0.5299,0.0196,-0.6388,0
1,-0.8377,0.2428,0.2449,-0.6236,0.0589,-0.6083,0
1,-0.8204,0.2142,0.2969,-0.714,0.0784,-0.5713,0
1,-0.8602,0.1132,0.3775,-0.81,0.1112,-0.544,0
1,-0.7949,0.0959,0.4601,-0.8427,0.1341,-0.5189,0
1,-0.7224,-0.0377,0.4102,-0.8384,0.2289,-0.5179,0
1,-0.9337,-0.0173,0.5418,-0.8384,0.2289,-0.5179,0
1,-0.8898,-0.0989,0.5755,-0.6825,0.4546,-0.4731,0
1,-0.9734,-0.1847,0.5796,-0.5713,0.4906,-0.5047,0
1,-0.9734,-0.1847,0.5796,-0.4916,0.52,-0.5635,0
