Timestamp,Ax,Ay,Az,Rx,Ry,Rz,HR_value
0,0.15,0.9714,-0.0948,-0.1341,0.1167,-0.0719,0
0,0.15,0.95,-0.101,-0.1526,0.1047,-0.0545,0
0,0.1775,0.9653,-0.0734,-0.1286,0.0795,-0.0381,0
0,0.1867,0.9826,-0.0479,-0.1035,0.0643,-0.0381,0
0,0.1877,0.9796,-0.051,-0.0959,0.0599,-0.0326,0
0,0.1877,0.9734,-0.0469,-0.0959,0.0599,-0.0326,0
0,0.1877,0.9734,-0.0469,-0.1013,0.061,-0.024,0
0,0.1673,0.9581,-0.0449,-0.0818,0.0675,-0.0196,0
0,0.1673,0.9581,-0.0449,-0.0501,0.0631,-0.0174,0
0,0.1469,0.9601,-0.05,-0.0381,0.0621,-0.0032,0
0,0.1398,0.9479,-0.049,-0.0435,0.0643,0.0,0
0,0.1459,0.949,-0.053,-0.0392,0.0523,0.0032,0
0,0.1581,0.952,-0.0408,-0.0316,0.0305,0.0141,0
0,0.1744,0.954,-0.0357,-0.0196,0.012,0.0206,0
0,0.1847,0.9418,-0.0295,-0.0185,0.0174,0.0261,0
0,0.1735,0.9337,-0.0377,-0.0087,0.0316,0.0272,0
0,0.1735,0.9337,-0.0377,-0.0087,0.0316,0.0272,0
0,0.1735,0.9285,-0.0388,-0.0032,0.0446,0.0196,0
0,0.1714,0.9357,-0.0408,0.0141,0.0469,0.0087,0
0,0.1785,0.9408,-0.0377,0.037,0.0326,-0.0053,0
0,0.1694,0.9469,-0.0428,0.0534,0.0217,-0.0053,0
0,0.1683,0.952,-0.0398,0.0534,0.012,-0.0021,0
0,0.1755,0.9449,-0.049,0.0501,0.0053,0.0011,0
0,0.1796,0.9408,-0.052,0.0511,0.0053,-0.0065,0
0,0.1775,0.9428,-0.0602,0.0631,0.0196,-0.0087,0
0,0.1694,0.951,-0.0622,0.0686,0.0349,-0.0032,0
0,0.1724,0.9551,-0.0693,0.0686,0.0349,-0.0032,0
0,0.1724,0.9551,-0.0693,0.0698,0.0414,-0.0032,0
0,0.1775,0.9592,-0.0704,0.0621,0.0305,-0.0053,0
0,0.1938,0.9806,-0.0684,0.073,0.0217,-0.0108,0
0,0.1898,0.9785,-0.0734,0.0784,0.0217,-0.0097,0
0,0.1826,0.9683,-0.0714,0.0654,0.0337,-0.0076,0
0,0.15,0.9479,-0.0724,0.0523,0.0523,-0.0032,0
0,0.1398,0.9418,-0.0836,0.0457,0.0708,0.0076,0
0,0.1245,0.9459,-0.0806,0.0381,0.073,0.024,0
0,0.1377,0.95,-0.0836,0.0337,0.073,0.0261,0
0,0.1816,0.9908,-0.0693,0.0337,0.073,0.0261,0
0,0.1816,0.9938,-0.0571,0.0457,0.0501,0.0185,0
0,0.1816,0.9938,-0.0571,0.0511,0.0534,0.0217,0
0,0.1694,0.9816,-0.0643,0.0043,0.0774,0.0479,0
0,0.1418,0.9418,-0.0724,-0.0349,0.0959,0.0566,0
0,0.1551,0.9469,-0.0714,-0.0196,0.0937,0.0435,0
0,0.1571,0.9683,-0.0581,0.0152,0.0839,0.0272,0
0,0.1346,0.954,-0.0643,-0.0011,0.1013,0.0402,0
0,0.1296,0.9571,-0.0632,-0.0469,0.0806,0.0937,0
0,0.1439,0.9694,-0.0551,-0.0261,0.0501,0.0806,0
0,0.1663,0.9755,-0.0398,-0.0228,0.0414,0.0708,0
0,0.1561,0.9622,-0.0388,-0.0446,0.0621,0.0839,0
0,0.1489,0.9408,-0.0377,-0.0446,0.0621,0.0839,0
0,0.1489,0.9408,-0.0377,-0.0599,0.073,0.1013,0
0,0.1469,0.9449,-0.0367,-0.0469,0.061,0.1003,0
0,0.1602,0.9622,-0.0336,-0.0097,0.037,0.0959,0
0,0.1622,0.9683,-0.0183,0.0032,0.0217,0.1003,0
0,0.1592,0.9244,-0.0336,-0.012,0.0392,0.1155,0
0,0.1622,0.9337,-0.0336,-0.0021,0.0326,0.1286,0
0,0.1714,0.95,-0.0295,0.0435,0.0065,0.1167,0
0,0.1806,0.9612,-0.0286,0.0479,-0.0021,0.11,0
0,0.1602,0.9244,-0.0388,0.0,0.0076,0.1406,0
0,0.1602,0.9153,-0.049,0.0,0.0076,0.1406,0
0,0.1602,0.9153,-0.049,-0.0272,0.012,0.157,0
0,0.1785,0.9285,-0.0388,0.0196,-0.0185,0.1253,0
0,0.2092,0.9836,-0.0245,0.0774,-0.0545,0.098,0
0,0.2061,0.9775,-0.0306,0.0664,-0.0577,0.1068,0
0,0.201,0.9469,-0.052,0.0076,-0.0402,0.1221,0
0,0.1918,0.9326,-0.0551,-0.0053,-0.0337,0.1024,0
0,0.2071,0.9796,-0.0336,0.0479,-0.0435,0.0698,0
0,0.2101,0.9918,-0.0347,0.073,-0.0555,0.0402,0
0,0.2112,0.9806,-0.049,0.0457,-0.0589,0.0469,0
0,0.1979,0.9673,-0.0602,0.0457,-0.0589,0.0469,0
0,0.202,0.9745,-0.0581,0.0141,-0.0643,0.0599,0
0,0.202,0.9745,-0.0581,0.0272,-0.0719,0.061,0
0,0.2092,0.9796,-0.0643,0.037,-0.0751,0.0392,0
0,0.2163,0.9938,-0.0693,0.0272,-0.0643,0.0261,0
0,0.2101,1.002,-0.0663,0.0206,-0.049,0.0185,0
0,0.2081,1.0051,-0.0714,0.0108,-0.0402,0.0053,0
0,0.2081,0.9959,-0.0755,-0.0021,-0.0457,-0.0032,0
0,0.2071,0.9857,-0.0673,-0.0141,-0.0599,0.0087,0
0,0.2142,0.9775,-0.0632,-0.0272,-0.0664,0.0174,0
0,0.2173,0.9694,-0.0652,-0.0272,-0.0664,0.0174,0
0,0.2061,0.9734,-0.053,-0.036,-0.0566,0.0065,0
0,0.2061,0.9734,-0.053,-0.0337,-0.0349,-0.0065,0
0,0.2101,0.9775,-0.049,-0.0228,-0.0272,-0.0141,0
0,0.2112,0.9806,-0.0469,-0.012,-0.0261,-0.0282,0
0,0.2081,0.9775,-0.053,-0.0076,-0.0305,-0.0349,0
0,0.1979,0.9683,-0.0479,-0.012,-0.036,-0.0294,0
0,0.1898,0.951,-0.0561,-0.025,-0.0402,-0.024,0
0,0.1908,0.9418,-0.0602,-0.024,-0.0523,-0.0305,0
0,0.1898,0.9479,-0.051,-0.0032,-0.049,-0.0446,0
0,0.1908,0.952,-0.049,-0.0032,-0.049,-0.0446,0
0,0.1857,0.9418,-0.053,0.0131,-0.0414,-0.0457,0
0,0.1857,0.9418,-0.053,0.0032,-0.0305,-0.0446,0
0,0.1816,0.9214,-0.0652,-0.0108,-0.0305,-0.036,0
0,0.1816,0.9367,-0.0622,0.0043,-0.0402,-0.036,0
0,0.1877,0.953,-0.0591,0.0294,-0.0501,-0.037,0
0,0.1979,0.9592,-0.0663,0.0305,-0.0523,-0.0425,0
0,0.1959,0.9601,-0.0684,0.0108,-0.037,-0.0414,0
0,0.1857,0.9642,-0.0643,0.0011,-0.0131,-0.037,0
0,0.1816,0.9642,-0.0612,-0.0021,0.0021,-0.0349,0
0,0.1816,0.9642,-0.0612,-0.0021,0.0021,-0.0349,0
0,0.1703,0.95,-0.0612,-0.0087,0.0097,-0.036,0
0,0.1724,0.9438,-0.0581,-0.0141,0.0087,-0.0337,0
0,0.1673,0.9449,-0.0561,-0.0097,0.0011,-0.025,0
0,0.1683,0.9387,-0.053,-0.0043,0.0,-0.012,0
0,0.1724,0.9377,-0.0571,-0.0065,-0.0021,0.0032,0
0,0.1735,0.9408,-0.0581,-0.0021,0.0,0.0152,0
0,0.1775,0.9571,-0.0612,0.0065,0.0053,0.0261,0
0,0.1847,0.9622,-0.0622,0.0152,0.0131,0.0228,0
0,0.1887,0.9683,-0.0643,0.0162,0.0131,0.025,0
0,0.1918,0.9714,-0.0632,0.0162,0.0131,0.025,0
0,0.1918,0.9714,-0.0632,0.0141,0.0065,0.0294,0
1,0.1938,0.9622,-0.0643,0.0065,0.0053,0.0392,0
1,0.1938,0.9561,-0.0632,0.0,0.0097,0.0457,0
1,0.1867,0.9571,-0.0643,0.0021,0.0185,0.0425,0
1,0.1918,0.9561,-0.0632,0.0076,0.024,0.0392,0
1,0.1938,0.9592,-0.0612,0.0108,0.0272,0.0349,0
1,0.1908,0.9642,-0.0612,0.0097,0.0294,0.037,0
1,0.1847,0.9601,-0.0643,-0.0011,0.037,0.0435,0
1,0.1816,0.9479,-0.0755,-0.0152,0.037,0.0555,0
1,0.1877,0.951,-0.0714,-0.0152,0.037,0.0555,0
1,0.2,0.9633,-0.0612,-0.0053,0.0282,0.0566,0
1,0.2,0.9633,-0.0612,0.0141,0.0131,0.0435,0
