Timestamp,Ax,Ay,Az,Rx,Ry,Rz,HR_value
0,-1.0295,0.1755,-0.355,-0.5179,0.0621,0.0228,162
0,-0.8765,0.1541,-0.2234,-0.5276,-0.0969,-0.0349,162
0,-0.4897,-0.0612,-0.2,-0.7098,-0.1744,-0.061,162
0,-0.4224,-0.0959,-0.1663,-0.7501,-0.0589,-0.0162,162
0,-0.3826,-0.049,-0.0632,-0.6694,0.0948,0.0631,162
0,-0.3632,-0.0908,-0.0541,-0.7174,0.1919,-0.0076,162
0,-0.1541,-0.1245,-0.1143,-0.7195,0.1515,-0.1406,162
0,-0.0745,-0.1612,-0.152,-0.7195,0.1515,-0.1406,162
0,-0.1234,-0.0908,-0.1622,-0.6705,0.1449,-0.1221,162
0,-0.1234,-0.0908,-0.1622,-0.4786,0.2453,-0.0162,162
0,-0.1316,0.0347,-0.0898,-0.483,0.2518,0.0131,162
0,-0.0979,0.0428,-0.0867,-0.6312,0.2005,0.049,162
0,-0.0449,0.052,-0.1041,-0.7239,0.0948,0.0784,162
0,-0.0132,0.052,-0.0908,-0.7609,0.0839,0.1003,162
0,-0.0245,0.1887,-0.052,-0.7609,0.0599,0.1384,162
0,-0.0877,0.1826,-0.0367,-0.8842,0.0206,0.1581,162
0,-0.1969,0.102,-0.05,-0.8842,0.0206,0.1581,162
0,-0.3316,0.0295,-0.0775,-1.0717,-0.025,0.1919,162
0,-0.6632,0.2347,0.0357,-1.1688,-0.1089,0.2256,162
0,-0.6632,0.2347,0.0357,-1.1862,-0.1264,0.2409,162
0,-1.3755,0.5132,0.0061,-1.148,-0.0316,0.0555,162
0,-1.8275,0.953,-0.3081,-1.0923,-0.2159,-0.3674,162
0,1.7164,1.0347,-0.0959,-0.64,-0.3412,-1.1055,162
0,1.1347,0.8286,0.7918,-0.0294,0.1875,-1.4641,162
0,0.6735,0.1173,0.251,-0.7741,-0.2321,-0.9605,162
0,-1.3071,-0.9561,0.3877,-1.9538,-1.2047,-0.2823,162
0,-1.9092,-1.651,0.3846,-1.3781,-0.6682,0.738,162
0,-1.3245,-1.2224,0.3112,-1.3781,-0.6682,0.738,162
0,-0.8326,-0.9398,-0.0102,-0.0631,-0.5408,0.87,162
0,-0.8326,-0.9398,-0.0102,1.04,-0.5528,0.8242,162
0,-1.1632,0.2367,0.4581,2.1478,-0.0349,0.8918,162
0,-1.0469,0.5459,0.4,1.2493,0.2453,0.4895,162
0,-0.6194,0.4418,0.3143,0.4481,-0.1591,-0.0457,162
0,-0.5887,0.2418,-0.1938,0.4012,-0.2714,-0.4807,162
0,-0.2734,-0.0693,-0.0652,0.738,-0.1831,-0.714,162
0,-0.5245,0.0765,0.1296,1.425,0.0719,-0.5767,162
0,-0.4979,0.1775,0.2683,1.6157,-0.0043,-0.5702,162
0,-0.4979,0.1775,0.2683,1.6157,-0.0043,-0.5702,162
0,-0.3683,0.0663,0.1724,1.3126,-0.2289,-0.6442,162
0,-0.1938,-0.2347,0.0265,1.2396,-0.2714,-0.6694,162
