Timestamp,Ax,Ay,Az,Rx,Ry,Rz,EMG
0,-2.0,-2.0,-0.8123,0.1987,-0.3898,0.963,2180
0,-2.0,-1.7439,-0.9543,1.4486,0.1473,1.0431,2010
0,0.0889,-0.26,-0.7356,1.8836,1.3772,-0.0455,1940
0,1.269,-0.1199,-0.7227,1.389,0.7456,1.244,1906
0,0.4106,-0.667,-0.3074,0.7104,-0.073,0.9741,2006
0,-0.4045,-1.4243,-0.0706,0.645,-0.2751,1.1709,1909
0,-0.1633,-1.387,-0.0469,0.8439,-0.1449,0.5557,2016
0,0.198,-1.0415,-0.0586,0.8078,-0.1099,0.2177,1903
0,0.2844,-1.0667,0.0552,0.8283,-0.1574,0.3747,1859
0,0.3706,-1.0022,-0.0525,1.0042,-0.1679,0.4181,2052
0,0.6631,-0.8452,-0.1516,1.0395,-0.1989,0.5384,1874
0,0.6965,-0.8618,-0.0779,0.9275,-0.3057,0.6336,1996
0,0.3352,-1.0071,0.0215,0.7996,-0.2072,0.662,1984
0,0.176,-1.0657,0.0352,0.8112,0.0535,0.7199,2082
0,0.2102,-1.001,0.0137,0.8704,0.2858,0.7219,2017
0,0.0491,-0.8933,0.0796,0.9079,0.5079,0.6783,2018
0,-0.1003,-0.9036,0.075,0.8646,0.9308,0.6116,2019
0,0.1118,-1.0002,0.0181,0.8397,1.2139,0.8056,2019
0,-0.0564,-1.0566,0.0151,0.8907,1.3342,1.031,2010
0,-0.0947,-1.002,-0.0005,0.9036,1.2981,0.8525,2263
0,0.123,-0.9604,0.0815,0.8862,1.5326,0.9673,1867
0,0.1763,-0.8467,-0.1379,0.7383,1.6367,0.3286,1994
0,-0.02,-0.9131,0.3831,0.6424,2.104,0.3328,1966
0,0.1709,-1.0576,0.2021,0.2551,1.5463,0.4498,1969
0,-0.1282,-0.9827,0.373,0.1629,1.825,0.3742,1867
0,-0.019,-0.8967,0.1599,0.1369,1.2906,0.336,2028
0,0.167,-0.959,0.2104,0.1884,1.3921,0.4362,1938
0,0.2322,-0.8582,0.1355,0.2059,1.2669,0.5561,1566
0,0.2539,-0.7236,0.051,0.273,1.2411,0.7911,2099
0,0.2085,-0.8044,0.0608,0.1958,0.9171,1.0311,2223
0,0.2595,-0.927,-0.0117,0.5072,0.4378,0.8958,2189
0,0.1423,-0.8306,-0.0134,0.6393,0.3016,0.8857,2031
0,-0.1111,-1.0117,0.0029,0.8006,0.1706,0.9317,2072
0,-0.2644,-1.1265,-0.0557,0.7961,0.3962,0.9553,2015
0,-0.1174,-1.0735,-0.0518,0.8244,0.4791,0.9588,1887
0,0.0271,-1.1147,0.0212,0.8693,0.3522,1.0822,1839
0,0.0762,-1.0591,-0.0364,0.9483,0.5265,1.232,2067
0,0.0068,-1.074,-0.2288,0.9649,0.4468,1.4756,1941
0,0.2368,-1.2083,-0.4583,1.2131,0.3562,1.5283,1983
0,0.0234,-1.1348,-0.4805,1.4524,0.5059,1.6784,1964
0,-0.1211,-1.3152,-0.3887,1.8172,0.4912,1.7311,2025
0,-0.2161,-1.342,-0.0601,1.7917,0.5829,1.605,2031
0,-0.45,-1.5608,0.5083,1.2577,1.1443,1.2918,1983
0,-0.7087,-2.0,0.72,0.1397,2.3297,0.6662,2068
0,0.5537,-1.6589,0.8767,-0.0731,3.8608,0.3195,1955
0,0.1753,-1.4465,0.7046,0.0173,4.3634,0.0206,1961
0,-0.6309,-1.0493,0.6155,0.2663,4.3634,-0.1752,1957
0,-1.0269,-1.2732,0.8564,0.3232,4.3634,-0.7666,2051
0,-0.7554,-0.9783,0.9604,0.3602,4.3634,-0.881,1982
0,-0.3191,-1.052,1.0015,0.5645,4.3634,-0.9815,1904
0,0.1597,-1.2246,1.0017,0.348,4.3634,-1.3146,1979
0,1.3474,-1.136,0.439,-0.2952,2.6916,-1.4026,2046
0,1.9999,-1.3872,0.0591,-0.1754,0.7973,-1.7779,2002
0,1.9999,-1.1477,0.4167,-0.0474,-0.4565,-3.4384,1935
0,1.7327,-1.5017,0.5715,-0.6317,-0.2637,-3.4829,1863
0,1.3464,-1.6426,-0.0029,-0.4069,-2.3366,-3.423,1975
0,1.7522,-1.2039,-0.1428,0.1967,-4.3635,-3.5525,2026
0,1.4761,-1.3181,0.166,0.0863,-4.3635,-3.4406,2007
0,0.4844,-1.3472,0.3083,-0.0298,-4.3635,-3.2023,1960
0,-0.3047,-1.2566,0.2419,-0.7745,-4.3635,-4.3635,1826
0,0.1746,-0.8098,0.1416,-1.203,-4.3635,-3.6992,1731
0,0.0242,-0.8882,-0.0754,-1.4518,-4.0775,-3.8298,1989
0,-0.0093,-0.8452,-0.2214,-1.489,-3.5195,-3.8522,1932
0,0.0869,-0.72,-0.2285,-1.4067,-3.1431,-3.8028,1771
0,0.053,-0.5979,-0.145,-1.5198,-2.9834,-3.7747,1904
0,0.0359,-0.5579,-0.1692,-1.7106,-2.9634,-3.4668,1928
0,0.1697,-0.574,-0.2292,-1.8495,-3.0546,-3.2638,1901
0,0.1826,-0.5122,-0.2012,-1.9086,-3.0738,-3.0368,1757
0,0.0464,-0.4226,-0.1372,-2.0122,-2.9947,-2.728,2183
0,-0.1079,-0.3567,-0.1018,-2.0415,-2.8806,-2.4974,2169
0,0.4414,-0.3953,-0.1167,-1.9458,-2.6844,-2.2149,2062
0,-0.1887,-0.2476,-0.0803,-1.6848,-3.1778,-2.264,2026
0,-0.0349,-0.1636,0.1108,-1.4636,-2.5092,-1.9389,2034
0,-0.0457,0.1743,0.0874,-1.1471,-2.5796,-2.0719,1881
0,-0.4124,0.3555,0.239,-0.7767,-2.3467,-1.6452,1970
0,-0.0857,0.6729,-0.3376,-0.6183,-2.7173,-0.7822,1936
0,0.0371,1.0173,-1.1965,-0.4465,-4.3635,0.6799,1903
0,-0.4124,1.6521,0.0015,0.3498,1.2194,0.6365,1733
0,-2.0,0.7251,0.3994,0.6176,-3.6757,-0.5493,2199
0,1.9999,-2.0,1.9999,0.4076,-0.3472,4.3634,2607
0,1.4053,-2.0,-0.3308,2.6667,-3.2914,0.5785,2276
0,-2.0,-1.644,1.3352,1.8558,2.5979,1.8602,1807
0,-1.0837,-2.0,0.2881,2.1651,0.4285,4.3634,2056
0,0.5864,-2.0,1.1577,1.6655,1.4233,0.7522,2328
0,1.1221,-1.4539,1.3142,1.7341,1.199,1.7813,1956
0,1.3794,-1.0801,0.4541,1.401,-0.0667,2.326,1994
0,0.6475,-1.1519,-0.1726,1.2258,-0.5028,1.6163,2000
0,-0.438,-1.5884,-0.3464,0.789,-0.8134,1.5318,2104
0,-1.2659,-2.0,-0.4841,0.3466,0.6018,2.2867,2229
0,-1.2129,-2.0,-0.1194,0.6385,1.2671,1.9133,1854
0,-0.0374,-1.4456,-0.0146,1.1653,1.2254,0.7212,1768
0,0.4983,-0.8032,-0.0754,1.063,0.4038,0.2342,1793
0,0.217,-0.7478,-0.3655,0.8188,-0.1405,0.4007,1973
0,0.0071,-0.8979,-0.6123,0.9167,-0.1329,0.5726,1941
0,0.499,-0.7671,-0.5488,1.0509,0.0357,0.5871,2099
0,1.0227,-0.8303,-0.2002,1.0218,-0.4579,0.7522,1848
0,0.1858,-0.9062,-0.0068,0.8652,0.171,0.5694,1966
0,0.0889,-1.2817,0.1179,0.7766,0.127,0.8004,1934
0,0.2375,-1.4424,0.1553,0.7629,0.1242,0.4123,1957
0,-0.0847,-1.126,0.0649,0.9757,0.2534,0.4224,1930
0,0.1941,-0.8477,-0.1604,1.0626,0.5914,0.7592,2007
0,0.8291,-0.6682,-0.2852,0.9997,0.5332,0.7596,1918
0,0.7007,-0.7227,-0.1104,0.8072,0.3025,0.7943,1961
0,0.2766,-0.8503,0.0662,0.5638,0.2979,0.8432,2008
0,0.1536,-1.0437,0.1189,0.4951,0.5436,1.0018,2152
1,0.1365,-1.147,0.1021,0.5809,0.7478,1.0352,2007
1,0.0015,-1.0261,0.1511,0.7076,0.9949,1.0347,2014
1,-0.0483,-0.8521,0.1431,0.628,1.1195,0.9401,1957
1,0.02,-0.7161,-0.011,0.5319,1.2905,0.7473,1931
1,0.3306,-0.802,-0.0918,0.4149,1.4595,0.554,2046
1,0.302,-1.0447,-0.1074,0.4211,1.6526,1.0624,1848
1,-0.0049,-1.0642,-0.1345,0.5355,1.3267,1.0722,1997
1,0.0242,-0.9861,-0.0603,0.6028,1.1142,1.0628,2006
1,-0.0161,-0.9973,0.0945,0.4783,1.6591,1.1308,1962
1,0.2822,-0.9729,-0.6094,0.5247,1.232,0.604,1619
1,-0.0713,-0.8757,0.2288,0.3332,1.9112,0.3021,2136
1,0.2747,-1.0801,-0.085,0.1101,1.6351,0.5904,1844
1,-0.0017,-0.6133,0.1516,0.3866,1.8652,0.4244,1845
1,-0.1323,-0.9939,-0.0657,0.2418,1.6191,0.8568,2050
1,0.2656,-0.3384,-0.0413,0.4557,1.7318,1.1829,2025
1,0.561,-1.0657,0.1467,0.3806,1.0555,1.2698,2092
1,0.3938,-0.6545,-0.0825,1.2846,0.797,1.0146,2033
1,0.1733,-1.0698,-0.0657,1.222,0.3599,1.0937,2010
1,-0.1003,-1.3062,-0.0312,1.3431,0.0116,1.3946,1883
1,-0.2017,-1.1809,-0.0759,1.2671,0.5002,1.6568,2055
1,-0.1704,-1.1411,-0.2793,1.2509,0.485,1.9265,1916
1,0.0571,-1.0249,-0.4285,1.3659,0.6031,2.0355,1965
1,0.0212,-1.2883,-0.5039,1.7732,0.4677,2.1864,2085
1,-0.1521,-1.3955,-0.3513,2.1767,0.3176,2.1889,2023
1,-0.2668,-1.1575,0.0032,2.2559,0.5324,1.8142,2001
1,-0.5193,-1.5269,0.676,1.4812,1.8426,1.4512,1917
1,0.2053,-2.0,0.8418,0.2539,2.7468,0.6723,1803
1,-0.1877,-1.6023,0.4492,0.0039,4.3634,0.5424,1912
1,-0.6077,-1.1707,0.4451,0.0952,4.3634,-0.0967,2077
1,-1.095,-1.0383,0.8938,0.4966,4.3634,-0.5144,2109
1,-1.5095,-1.1963,1.5181,0.3412,4.3634,-1.0255,2132
1,-0.95,-0.998,1.478,0.3778,4.3634,-1.005,2048
1,-0.314,-1.21,1.1843,0.4525,4.3634,-1.2639,1891
1,0.0642,-1.3965,1.1887,0.0119,4.3634,-1.3307,1959
1,1.6333,-0.8721,0.374,-0.2356,2.4069,-1.4015,2143
1,1.9999,-1.9868,-0.0222,-0.1697,-0.6509,-2.0534,2032
1,1.5513,-0.7983,0.9065,-0.9941,1.4816,-4.3635,1826
1,1.9999,-1.4473,0.2029,-0.3267,-0.51,-4.3373,1853
1,1.5554,-1.7205,-0.0669,-0.247,-3.0211,-3.4625,1931
1,1.9999,-1.2834,-0.0703,0.1946,-4.3635,-3.9486,1929
1,1.3923,-1.345,0.2844,-0.0342,-4.3635,-3.8122,1920
1,0.2483,-1.238,0.0972,-0.2297,-4.3635,-3.6603,1907
1,0.1177,-1.0957,0.2061,-0.9136,-4.3635,-4.3635,1869
