Timestamp,Ax,Ay,Az,Rx,Ry,Rz,HR_value
0,-0.2183,-0.251,0.952,-0.086,-0.0774,-0.0174,187
0,-0.2214,-0.25,0.951,-0.0555,-0.0751,-0.0185,187
0,-0.2255,-0.2459,0.9398,-0.0196,-0.0664,-0.0141,187
0,-0.2357,-0.2347,0.9408,0.024,-0.0523,-0.0097,187
0,-0.254,-0.2183,0.9367,0.0545,-0.0381,-0.0076,187
0,-0.2632,-0.2061,0.9347,0.074,-0.0326,-0.0021,187
0,-0.2561,-0.1949,0.9337,0.074,-0.0326,-0.0021,187
0,-0.2683,-0.1898,0.9306,0.0937,-0.025,0.0021,187
0,-0.2683,-0.1898,0.9306,0.1024,-0.024,0.0043,187
0,-0.2632,-0.1847,0.9347,0.1024,-0.0261,0.0032,187
0,-0.254,-0.1816,0.9357,0.1133,-0.0272,0.0043,187
0,-0.2602,-0.1755,0.9357,0.1297,-0.024,0.0076,187
0,-0.251,-0.1551,0.9387,0.1471,-0.0162,0.012,187
0,-0.2571,-0.1346,0.9459,0.1581,-0.0185,0.0108,187
0,-0.2714,-0.1255,0.953,0.1526,-0.0108,0.0097,187
0,-0.2622,-0.1183,0.9561,0.1373,-0.0043,0.012,187
0,-0.2714,-0.1173,0.9571,0.1373,-0.0043,0.012,187
0,-0.2714,-0.1173,0.9571,0.1253,-0.0021,0.0108,187
0,-0.2857,-0.1143,0.9592,0.1079,0.0,0.0108,187
0,-0.2857,-0.1143,0.9592,0.0925,0.0097,0.012,187
0,-0.2765,-0.1173,0.9571,0.0784,0.012,0.0174,187
0,-0.2816,-0.1214,0.952,0.0664,0.0152,0.0174,187
0,-0.2969,-0.1194,0.951,0.0589,0.0174,0.0206,187
0,-0.3051,-0.1173,0.9561,0.0479,0.0217,0.0217,187
0,-0.3152,-0.1153,0.95,0.0294,0.0174,0.0228,187
0,-0.3143,-0.1183,0.949,0.0053,0.0162,0.0217,187
0,-0.3265,-0.1194,0.9255,-0.0131,0.0206,0.0152,187
0,-0.3275,-0.1173,0.9194,-0.0131,0.0206,0.0152,187
0,-0.3387,-0.1204,0.9142,-0.0108,0.0162,0.0206,187
0,-0.3387,-0.1204,0.9142,-0.0087,0.012,0.0141,187
0,-0.3377,-0.1265,0.902,-0.0185,0.0043,0.0043,187
0,-0.3265,-0.152,0.8939,-0.0337,-0.0108,-0.0076,187
0,-0.3193,-0.1571,0.8939,-0.037,-0.024,-0.0087,187
0,-0.3163,-0.152,0.9,-0.0174,-0.0294,-0.0131,187
0,-0.3112,-0.1459,0.9051,-0.0065,-0.0414,-0.0087,187
0,-0.299,-0.1602,0.8959,-0.0185,-0.0501,-0.0087,187
0,-0.2918,-0.1592,0.8887,-0.0217,-0.0501,-0.0087,187
0,-0.2877,-0.1602,0.8898,-0.0217,-0.0501,-0.0087,187
0,-0.2877,-0.1602,0.8898,-0.0097,-0.0469,-0.0053,187
0,-0.2857,-0.1581,0.8928,-0.0021,-0.0523,-0.0053,187
0,-0.2877,-0.1653,0.8898,-0.0043,-0.0545,-0.0065,187
0,-0.299,-0.1612,0.8887,-0.0011,-0.0589,-0.0021,187
0,-0.303,-0.1551,0.8979,0.0097,-0.0566,0.0032,187
0,-0.3,-0.1408,0.9071,0.0185,-0.0577,0.0097,187
0,-0.3,-0.1337,0.9122,0.0053,-0.0643,0.012,187
0,-0.2949,-0.1398,0.9142,-0.012,-0.0751,0.012,187
0,-0.2928,-0.1346,0.9092,-0.0162,-0.0795,0.0152,187
0,-0.2928,-0.1245,0.9122,-0.0162,-0.0795,0.0152,187
0,-0.299,-0.1275,0.9306,-0.0131,-0.0774,0.0162,187
0,-0.299,-0.1275,0.9306,-0.025,-0.0763,0.0174,187
0,-0.2898,-0.1408,0.9316,-0.0555,-0.0806,0.0174,187
0,-0.2888,-0.1571,0.9387,-0.0751,-0.085,0.0185,187
0,-0.2938,-0.1632,0.9418,-0.0686,-0.0795,0.0196,187
0,-0.2857,-0.1377,0.9592,-0.0425,-0.0763,0.0217,187
0,-0.2847,-0.1398,0.953,-0.0425,-0.074,0.0217,187
0,-0.2795,-0.1642,0.951,-0.0872,-0.0698,0.0174,187
0,-0.2795,-0.1724,0.9347,-0.1068,-0.073,0.0305,187
0,-0.2786,-0.1847,0.9235,-0.1068,-0.073,0.0305,187
0,-0.2816,-0.1735,0.9316,-0.1068,-0.0698,0.024,187
0,-0.2816,-0.1735,0.9316,-0.0719,-0.0621,0.0196,187
0,-0.2847,-0.1632,0.9357,-0.0425,-0.0589,0.0152,187
0,-0.2826,-0.1867,0.9326,-0.0545,-0.0566,0.0152,187
0,-0.2673,-0.1898,0.9316,-0.0621,-0.0631,0.0108,187
0,-0.2592,-0.1898,0.9377,-0.0577,-0.0631,0.0131,187
0,-0.2643,-0.1979,0.9438,-0.0435,-0.0545,0.0152,187
0,-0.2683,-0.1847,0.9479,-0.0316,-0.0435,0.0174,187
0,-0.2571,-0.1928,0.9459,-0.0228,-0.0392,0.0162,187
0,-0.2653,-0.1969,0.9296,-0.0228,-0.0392,0.0162,187
0,-0.254,-0.1847,0.9244,-0.0196,-0.0326,0.012,187
0,-0.254,-0.1847,0.9244,0.0032,-0.0294,0.0174,187
0,-0.2734,-0.1653,0.9285,0.0326,-0.0185,0.0217,187
0,-0.2888,-0.1622,0.9244,0.0349,-0.0097,0.024,187
0,-0.2704,-0.1622,0.9235,0.0261,-0.0185,0.0228,187
0,-0.2847,-0.1581,0.9142,0.025,-0.0228,0.025,187
0,-0.2745,-0.151,0.9132,0.0316,-0.0305,0.025,187
0,-0.2673,-0.1357,0.9214,0.0446,-0.0261,0.025,187
0,-0.2683,-0.1316,0.9265,0.0392,-0.0337,0.024,187
0,-0.2602,-0.1367,0.9306,0.0392,-0.0337,0.024,187
0,-0.2602,-0.1367,0.9306,0.0152,-0.036,0.024,187
0,-0.2683,-0.1439,0.9244,-0.0032,-0.0381,0.0206,187
0,-0.2683,-0.1439,0.9244,-0.0097,-0.0457,0.0294,187
0,-0.2469,-0.1428,0.9337,-0.0162,-0.037,0.024,187
0,-0.2714,-0.1469,0.9337,-0.0141,-0.0326,0.024,187
0,-0.2683,-0.1398,0.9387,-0.0097,-0.0414,0.025,187
0,-0.252,-0.1367,0.9296,-0.0043,-0.036,0.0228,187
0,-0.2734,-0.1337,0.9337,-0.0053,-0.0349,0.024,187
0,-0.2551,-0.1337,0.9347,-0.0131,-0.0381,0.0174,187
0,-0.251,-0.1418,0.9357,-0.0228,-0.0402,0.0141,187
0,-0.2612,-0.1398,0.9337,-0.0228,-0.0402,0.0141,187
0,-0.2612,-0.1398,0.9337,-0.0217,-0.0425,0.0108,187
0,-0.2622,-0.1357,0.9469,-0.0152,-0.0446,0.0076,187
