,Unnamed: 0,timestamp,node,accx,accy,accz,gyrox,gyroy,gyroz,q0,q1,q2,q3,timestamp.1,node.1,accx.1,accy.1,accz.1,gyrox.1,gyroy.1,gyroz.1,q0.1,q1.1,q2.1,q3.1,timestamp.2,node.2,accx.2,accy.2,accz.2,gyrox.2,gyroy.2,gyroz.2,q0.2,q1.2,q2.2,q3.2,timestamp.3,node.3,accx.3,accy.3,accz.3,gyrox.3,gyroy.3,gyroz.3,q0.3,q1.3,q2.3,q3.3,timestamp.4,node.4,accx.4,accy.4,accz.4,gyrox.4,gyroy.4,gyroz.4,q0.4,q1.4,q2.4,q3.4,timestamp.5,node.5,accx.5,accy.5,accz.5,gyrox.5,gyroy.5,gyroz.5,q0.5,q1.5,q2.5,q3.5,timestamp.6,node.6,accx.6,accy.6,accz.6,gyrox.6,gyroy.6,gyroz.6,q0.6,q1.6,q2.6,q3.6,timestamp.7,node.7,accx.7,accy.7,accz.7,gyrox.7,gyroy.7,gyroz.7,q0.7,q1.7,q2.7,q3.7,timestamp.8,node.8,accx.8,accy.8,accz.8,gyrox.8,gyroy.8,gyroz.8,q0.8,q1.8,q2.8,q3.8
0,0,0.0050000000001091,0.0,0.0,0.0,1.0,-0.003831002656225,-0.0308702921483298,0.099767495403071,0.9999863502471522,-0.0001915475181992,-0.0015425380280165,0.004988306863099,0.0050000000001091,1.0,-4.713602445511362e-18,1.9051717530530324e-17,0.9999999999999998,0.0021271640829164,-0.0237258242162699,0.0533814188921429,0.9999957284211816,0.0001063577498283,-0.0011865700198568,0.0026690595736528,0.0050000000001091,2.0,6.009570224322923e-17,-9.73900928930984e-17,1.0,0.0034436939210982,-0.030257820712552,0.0766126835704356,0.9999915029872476,0.0001721832329993,-0.0015135377515504,0.0038306017431423,0.0050000000001091,3.0,1.214855346647232e-16,6.708624531972774e-17,1.0000000000000002,0.0079220429369284,-0.026801223443305,0.0969123311675474,0.9999872813347228,0.0003960971089558,-0.0013419634630856,0.0048455556888549,0.0050000000001091,4.0,2.1553836108153786e-17,6.59564781502995e-17,1.0,0.0121971884036253,-0.0271871394737817,0.1201395929347091,0.999980843758254,0.0006098477375667,-0.0013629942764654,0.0060068668097053,0.0,5.0,1.1317653096576258e-18,2.773249150434829e-17,1.0000000000000002,-0.0408813507157775,0.0431310071468634,0.1206060956851896,0.9999773772087428,-0.0020440212932756,0.0021688276415385,0.0060301935572554,0.0,6.0,4.594129468077265e-17,6.971089402446541e-17,1.0,-0.0149915446679827,0.0058509699340209,0.0207878748627931,0.9999991358772808,-0.0007495765856724,0.0002933273491163,0.0010393934289754,0.0,7.0,2.3907008469401272e-17,5.727403281434308e-17,1.0000000000000002,0.0124322677685748,-0.00380804221744,0.0887331307729939,0.9999899463263952,0.0006216071389306,-0.0001931580540087,0.004436613648274,0.0,8.0,8.066824727454487e-17,4.2688182101463167e-17,1.0,0.0033247339975487,-0.0045064372741127,0.022820106053729,0.9999993098090806,0.0001662365851423,-0.0002255113850156,0.0011410045467062
1,1,0.0660000000002583,0.0,0.0016404034459125,-0.0009650727504978,0.980142019153919,-0.0057699355158146,-0.0308309978224531,0.1265874388159432,0.9999312933091884,-0.0005117506818114,-0.0030118258705877,0.0113170524951986,0.0660000000002583,1.0,1.147049206801517e-17,1.901225598083335e-17,0.9789147051709868,0.0092404573822355,-0.0089808239841396,0.1365314066922718,0.999953608195887,0.0005508198478035,-0.0015194377876622,0.0094957549637324,0.0660000000002583,2.0,0.0013831565758232,-0.0002851645475628,0.9790137923232072,0.0120147089331119,-0.0158170046981462,0.1522928856846881,0.9999317506222788,0.0007328676840127,-0.0022269156052916,0.0114454291885209,0.0670000000000072,3.0,0.001779129353416,0.0013310560928421,0.9799265599974428,0.016504509359721,-0.0270940906842626,0.1304685775078748,0.9999310629589636,0.0012478105897262,-0.002656940267337,0.0113689474844904,0.0670000000000072,4.0,0.001940442596847,0.0014883340641276,0.9801061266741684,0.0216759372023146,-0.0103809117689109,0.1704523964784816,0.9998912802290016,0.0017005400986516,-0.0018521532698009,0.0145294670805891,0.0610000000001491,5.0,-0.0062181096772023,-0.0032136276498361,0.9795529631976878,-0.0651394287965667,0.0971999296380532,0.1291742832190631,0.9998826214458671,-0.0052773759029671,0.0071421194124582,0.0124853019353746,0.0610000000001491,6.0,-0.0002939730419935,-0.0022047424881701,0.9799750265646628,-0.020816056900819,0.0082130680960337,0.024568216891881,0.99999551929379,-0.0018279874555573,0.0006906915633732,0.0022677741001883,0.0610000000001491,7.0,0.0004310274780015,0.0014173763298622,0.9804344981994731,0.026861382477751,-0.0047255120606875,0.0881139588263349,0.999958862143098,0.0019750304463797,-0.0004345092969963,0.0088421987020975,0.0610000000001491,8.0,7.955459311227182e-17,4.186010942878328e-17,0.9795442817963872,-0.0198753444646527,0.0044091401818924,0.0047341808928173,0.9999986945209456,-0.0008444580050083,1.656258578678011e-05,0.0013775241423544
2,2,0.1400000000003274,0.0,0.0040836217688886,-0.0008652554271481,0.9802859661171808,0.0072433735842381,-0.0335798928171759,0.1125273746736219,0.9998458745538644,-0.0001381717293545,-0.0045932314990878,0.0169443285670144,0.1400000000003274,1.0,0.0012300737415647,0.001143667342207,0.9803908296917108,0.0215428324485273,-0.0059085274128509,0.1513303782949338,0.9998516196524084,0.0016229319091543,-0.0017270703468251,0.0170622975736149,0.1400000000003274,2.0,0.0016451776290843,0.0010682540094848,0.9786981926129934,0.0164769487666586,-0.0127542160635736,0.1624958122046843,0.9998036081175168,0.0015279837878605,-0.0027281578494997,0.0195695583876432,0.1400000000003274,3.0,0.0037355534314958,0.0017373325370595,0.9800122587581324,0.0174379108334724,-0.0239200857729133,0.1226249215568028,0.9998375540447896,0.0020828676771112,-0.0037794349480423,0.0174998015830257,0.1400000000003274,4.0,0.002609639111012,0.0033936216492835,0.9791458895975672,0.0184671777641159,-0.0226015037177601,0.1316085811575681,0.9997694422739596,0.00263303572967,-0.0029313562565318,0.0211077371728855,0.1359999999999672,5.0,-0.0122796796023764,-0.0073423429540487,0.9800123976097488,-0.0655463149239722,0.111637816762794,0.1179328582385718,0.9997157064823942,-0.0084357959400527,0.0126385181013544,0.0183742052744281,0.1350000000002182,6.0,-0.0008546644254768,-0.0030296820381127,0.9799036129005076,-0.0155167410105812,0.0086280292141937,0.0221596310208682,0.9999903832865198,-0.0025759184290317,0.0010973725941956,0.003375463244617,0.1359999999999672,7.0,0.0008589439940648,0.0035919179988324,0.9801374191103536,0.0627357021420152,0.0083521050913986,0.0745385025339767,0.9999080169805618,0.0050923040349951,-6.924709513872204e-06,0.0125708380653136,0.1359999999999672,8.0,7.955459311227182e-17,4.186010942878328e-17,0.9795442817963872,0.0015523373204487,-0.0141661101732456,-0.0251823857028435,0.9999995198172827,-0.0006814396203979,-0.0006941499540361,0.0001190003741736
3,3,0.2290000000002692,0.0,0.0057066383689087,-0.0002829017285494,0.9801226220453942,0.021990539003943,-0.0257408302860678,0.0604839872930004,0.9997838187783492,0.000973355316479,-0.0056962867921388,0.0199729969005813,0.2290000000002692,1.0,0.001396900836273,0.002462264292665,0.9799076415267954,0.0146704146670826,0.0020552137351569,0.1280673377450744,0.99972083831241,0.0023079483889933,-0.0015229954875821,0.0234648525013698,0.2290000000002692,2.0,0.0020981062746778,0.0028386603127608,0.9803293017949066,0.0114251124514023,-0.0018753031213691,0.1325091623105491,0.9996512074398984,0.0020768151497225,-0.0026557775155302,0.0261934562166761,0.2290000000002692,3.0,0.0055146827849117,0.0030683886299017,0.979761283816113,0.0148353176377613,-0.0150008854040713,0.0868047877757959,0.9997478188525528,0.0027743523994954,-0.0044290214324468,0.0218399962792508,0.2300000000000182,4.0,0.0034333548971895,0.004389327979348,0.9785713800607696,0.0177597024369521,-0.0027671584316141,0.0963123584885449,0.9996535553556838,0.0034741085208407,-0.0029451489780287,0.0259234629674292,0.2260000000001127,5.0,-0.0191378122548222,-0.0118104911979,0.9799715589953432,-0.0446928327084144,0.0749828465888762,0.0921552368879103,0.9995517565530814,-0.0104567094608158,0.0160940928651387,0.0229765831609033,0.2260000000001127,6.0,-0.0014153558089602,-0.0038546215880553,0.9798321992363525,-0.0114073916377037,0.0141475455200358,0.0018998751566279,0.9999876570729996,-0.0030879113311892,0.0017649312958252,0.0034692250985431,0.2260000000001127,7.0,-7.554025038144198e-05,0.0032901410662155,0.9799485543973392,0.0130823092208961,-0.0038841279845901,0.0338878597223207,0.9998836232105024,0.0054073589407275,-0.0001953914861331,0.0142640221147972,0.2260000000001127,8.0,7.955459311227182e-17,4.186010942878328e-17,0.9795442817963872,0.0028116531679404,0.0106244841139448,0.0083627692963636,0.9999997396351242,-0.0004730663552922,-9.3296204029917e-05,0.0005368740314849
4,4,0.3040000000000873,0.0,0.0068434075313678,0.0031782166013362,0.9792691492703088,0.0174868987329918,-0.0023726473045922,-0.0078027128572962,0.999790768547288,0.0019239892127046,-0.0055731446938999,0.0195871756859888,0.305000000000291,1.0,0.0039273326382087,0.0043498829264922,0.979723764423868,-0.0049552648723327,-0.0168609252663,-0.0343587034064503,0.9997584809329793,0.0020784784205736,-0.002410943753187,0.0217450472580785,0.305000000000291,2.0,0.0017995595666579,0.0050113704221137,0.9798931818070064,-0.0016024004759836,-0.0124173718516447,-0.0407555539754737,0.999701316396414,0.0020687348218726,-0.00309384712319,0.0241542220220912,0.305000000000291,3.0,0.0053373880602478,0.0039931682785265,0.9794246101134044,0.0102874526115003,-0.0073000415117859,0.0522912770905657,0.9996851029956249,0.0032172652718336,-0.0046161348612587,0.0244547613306713,0.305000000000291,4.0,0.0034333548971895,0.004389327979348,0.9785713800607696,0.010281707514786,-0.0054458898859586,0.0563406299056996,0.999574669687157,0.0038680640205854,-0.0030899332012637,0.028739695777009,0.2760000000002947,5.0,-0.0199343749820937,-0.0121499241375387,0.9794712859688768,-0.0018438648137791,0.0025031442007842,0.0186813003218581,0.9995406849395556,-0.0101343833212956,0.0156200594228934,0.0239108169849236,0.2760000000002947,6.0,-0.0019760471924435,-0.0046795611379979,0.9797607855721971,-0.0042665525070225,0.013898713601471,-0.0048552760797499,0.9999867335364332,-0.0032344411976496,0.0023818526156742,0.0032245804984581,0.2760000000002947,7.0,-0.0003288241145729,0.0042265234343922,0.9797055824962724,0.0042791905580454,0.0084611272182064,0.0281472894266493,0.9998631383350484,0.0052896901002739,0.0002626089503603,0.0156733791497066,0.2770000000000436,8.0,7.955459311227182e-17,4.186010942878328e-17,0.9795442817963872,0.0057736236060326,0.0087711047495077,0.0154075583118025,0.9999990733868784,-0.0001373859571087,0.0003548491058628,0.0013070702334738
5,5,0.3659999999999854,0.0,0.0068434075313678,0.0031782166013362,0.9792691492703088,-0.0086506320040241,-0.0092316146477677,-0.0056059224935775,0.99979557204491,0.0014788335929345,-0.0058315353423891,0.0193033770658545,0.3670000000001892,1.0,0.0049254484952217,0.0051848735901404,0.9802774388115718,0.0074672010181377,-0.015760259147017,-0.0628259170336326,0.9998186417275322,0.0025384785250868,-0.0031870266565179,0.0186032965353139,0.3670000000001892,2.0,0.0026221483812001,0.0055454974268562,0.9796981023744796,0.0014642520458791,-0.0290629105055059,-0.095766790331453,0.999800468425083,0.0022711215174741,-0.0043515685692357,0.0193630884681357,0.3670000000001892,3.0,0.0055146827849117,0.0030683886299017,0.979761283816113,-0.0068643805019735,0.002049449627156,-0.0037158095888075,0.9996923960987576,0.0027141986991276,-0.0043374808390654,0.024267932909853,0.3670000000001892,4.0,0.002609639111012,0.0033936216492835,0.9791458895975672,-0.0053942617191643,-0.0010211083837636,-0.0228708323908074,0.9996090154607123,0.0033936950373623,-0.0029640636962841,0.0275955317046609,0.3450000000002546,5.0,-0.0221114380425133,-0.0126110749178999,0.979252799381808,0.0103077820875351,0.0129807112541122,-0.0014964570108449,0.9995476460356744,-0.0092930601550688,0.0158314310744854,0.0238224290875345,0.3450000000002546,6.0,-0.0019760471924435,-0.0046795611379979,0.9797607855721971,-0.0021011206794903,0.0101887019316983,-0.01077195382854,0.9999873052156067,-0.0032581098393696,0.0027510746348358,0.002684346523293,0.3450000000002546,7.0,-0.0003288241145729,0.0042265234343922,0.9797055824962724,-0.0025905795573202,0.0022667732464742,-0.0194516207898734,0.999880121176184,0.0048445843215561,0.0003725149972079,0.0147015139365833,0.3450000000002546,8.0,7.955459311227182e-17,4.186010942878328e-17,0.9795442817963872,0.0047645114964761,0.0026581947886604,-0.024830841145014,0.9999998888852925,0.0001139640250533,0.0004527264780688,6.54243099763407e-05
6,6,0.4220000000000254,0.0,0.0073122681230364,0.0018468784191458,0.9791813518317236,-0.0093249124911539,-0.0053286698688376,-0.0186924070635604,0.9998134828339896,0.0009768788010061,-0.0058943360216478,0.0183657848740398,0.4220000000000254,1.0,0.0049254484952217,0.0051848735901404,0.9802774388115718,-0.006966672673979,-0.0021240401181471,-0.0056732600404402,0.999824564871648,0.002208319299475,-0.0032266202708947,0.0183180710425177,0.4230000000002292,2.0,0.0026221483812001,0.0055454974268562,0.9796981023744796,0.0055365795309186,0.0141792166447976,0.0344337183107671,0.9997687568597584,0.0025851023301177,-0.0033350289163443,0.0210861953695608,0.4230000000002292,3.0,0.0055146827849117,0.0030683886299017,0.979761283816113,-0.0223739579021694,0.0111065166228615,-0.0225106693606021,0.99972448633924,0.0014791572912707,-0.003651574779873,0.0231393497980674,0.4230000000002292,4.0,0.0027641583830245,0.0024840403941921,0.9795316171373708,-0.021403986324366,0.0121745123207834,-0.0360184219864294,0.9996625931562586,0.0021036510850028,-0.0022224079218939,0.0257940962091317,0.4250000000001819,5.0,-0.0214714150672698,-0.0113565543238848,0.9793814410171848,0.0214518397851576,-0.0195628991970835,-0.0774012898071837,0.9996666178775618,-0.0079349829291026,0.0143469293942216,0.0199462970024246,0.4250000000001819,6.0,-0.0033641483008999,-0.0049496372996554,0.9797760885002302,0.0137547144420015,0.011519929785018,-0.0431041966182286,0.9999915420488542,-0.0025050817630082,0.003219397234377,0.000525240480431,0.4250000000001819,7.0,-7.554025038144198e-05,0.0032901410662155,0.9799485543973392,-0.0091402632224488,0.0009867949783269,-0.0312050188587685,0.9999052841915,0.0040696357962327,0.0003905505525071,0.0131418484494191,0.4250000000001819,8.0,1.5312685950134677e-05,0.0014101393782555,0.9794381099755386,0.0133062472936649,0.0088633457246022,-0.0431042092227207,0.9999971014124076,0.0008388600160026,0.0008516932059366,-0.0020899998419698
7,7,0.4700000000002546,0.0,0.0073122681230364,0.0018468784191458,0.9791813518317236,-0.012488592403575,0.0021345397914361,-0.0235195015354157,0.9998366661752972,0.0003609801490074,-0.0055808118587075,0.0171861922425358,0.4710000000000036,1.0,0.0049254484952217,0.0051848735901404,0.9802774388115718,-0.0080727006840373,-0.0022061784248528,-0.0492634023253908,0.9998672675957389,0.0018628805788497,-0.0032633815378348,0.0158533027321982,0.4710000000000036,2.0,0.0034447371957422,0.0060796244315987,0.9795030229419528,-0.0193964874267671,-0.0223767611632284,-0.0705876518867164,0.9998352597337355,0.0017062498619998,-0.0043038314434194,0.0175504740530987,0.4710000000000036,3.0,0.0039128481561597,0.0008125528884346,0.980348932460841,-0.0286109187515658,0.0140070911938646,-0.0242190016011148,0.9997556551162724,-6.46959114471916e-05,-0.0028179514416113,0.0219245302605232,0.4710000000000036,4.0,0.0019564701163799,0.0001722501499462,0.9795887619580826,-0.0257858027453108,0.0176706584681306,-0.0099907504091791,0.9996791035988076,0.0005940891463759,-0.0012494730119762,0.0252937878373958,0.483,5.0,-0.0291261104469871,-0.0161641355073749,0.9788403293763132,0.1264908350157223,-0.1417127799062477,-0.1129295812737582,0.9998694905108952,-0.0016117942558026,0.0074140964505827,0.0142630725505225,0.483,6.0,-0.0036581213428935,-0.0071543797878256,0.9795465445797316,0.0357462343209619,0.0181153473910109,0.1406288659281941,0.9999632020553166,-0.0008103737348394,0.0039962817827021,0.0075476858440918,0.483,7.0,-0.001944508739274,0.0026865872009816,0.979570824971311,0.0081310023062399,-0.0193250210186741,-0.0463176251896381,0.9999324288988138,0.0042167857497208,-0.0004985355159117,0.0108216365120507,0.483,8.0,0.0014030120572277,-1.8609492243614955e-06,0.9797219154197296,0.0147515188782265,0.0044907157843263,-0.1272735623261449,0.9999627300235648,0.0014873133540224,0.0009273606970737,-0.0084537840606491
8,8,0.5450000000000728,0.0,0.0077811287147049,0.0005155402369554,0.9790935543931384,-0.0172824790441885,0.0027589883045906,-0.034734197414437,0.9998665638359274,-0.0004986538869323,-0.0052973453610219,0.0154448696777382,0.5450000000000728,1.0,0.0055247793729748,0.0043925906247719,0.9803918512311712,-0.0182754351582527,-0.0024759347834697,-0.0358228395300234,0.9998950525297764,0.0009991778108774,-0.0033516884079624,0.0140588674861873,0.5450000000000728,2.0,0.0045658727183042,0.0044410413269882,0.979744063497326,-0.0088961322343415,0.004510165915819,-0.0090592061944616,0.9998454466841316,0.0013195716649802,-0.0038841800590754,0.01709545614772,0.5450000000000728,3.0,0.0033972430987456,-0.0015618859310513,0.9800387845650124,-0.0327490923790683,0.0137619110770457,-0.0548543096390272,0.9998123790247871,-0.0017785993566145,-0.0020639726037304,0.0191776784365263,0.5460000000002765,4.0,0.0011327543302024,-0.0008234561801182,0.9801632714948804,-0.0313756560916628,0.0006961258892178,-0.0762850857282451,0.9997680313447188,-0.0010703980029207,-0.0011923012327574,0.0214782719740369,0.5410000000001673,5.0,-0.0174303684504871,-0.0086040774544098,0.9790751514091444,0.0553239825062429,-0.0899303463551353,-0.1010341913933144,0.999952504150629,0.0008901838883751,0.0031038354328497,0.0091958262889887,0.5399999999999636,6.0,-0.0036308666423897,-0.0035698343614277,0.9799342187565742,0.0215229623576224,0.0077863539246507,-0.0316388862892284,0.9999734949338536,0.0001539864961699,0.0041782005540487,0.0059605669246842,0.5410000000001673,7.0,-7.554025038144198e-05,0.0032901410662155,0.9799485543973392,0.0016201068552781,-0.0190488014178708,-0.034874258541516,0.9999496463934612,0.0040550953500746,-0.0013874544176831,0.0090739103771593,0.5410000000001673,8.0,1.5312685950134677e-05,0.0014101393782555,0.9794381099755386,0.0049126573644695,0.0062474285095876,-0.0691953010811295,0.9999270073580496,0.0016556010844216,0.001149232445844,-0.0119129427854503
9,9,0.6050000000000182,0.0,0.0074297875834173,-0.000333261569986,0.9786984659195044,-0.0152984342755646,-0.0006188892594293,-0.0345426531171706,0.9998917429253068,-0.0012151598653072,-0.0051922370156607,0.0137137336662023,0.6050000000000182,1.0,0.005292821488423,0.0040839139462131,0.9794694010981514,-0.0030182724348095,-0.0023877997960746,-0.0480139300952398,0.999925790955816,0.0009703319396564,-0.0034029083804884,0.011657240319505,0.6060000000002219,2.0,0.0045658727183042,0.0044410413269882,0.979744063497326,-0.0053522416044859,-0.0107792296006828,-0.0744491340705894,0.9999008244553634,0.0011742860068139,-0.0042639415595522,0.0133709052885463,0.6060000000002219,3.0,0.0025963257843696,-0.0026898038017848,0.9803326088873764,-0.0274084646933276,0.0093078026641227,-0.0538308060202585,0.9998580965137176,-0.0031089505562481,-0.0015619142970152,0.0164827693708658,0.6060000000002219,4.0,0.0003250660635578,-0.0031352464243641,0.980220416315592,-0.0273242624057885,0.0154427541879185,-0.0485638522991535,0.99981537331425,-0.0025025377461672,-0.0003564986796963,0.019048083840839,0.555000000000291,5.0,-0.0125927591064327,-0.005512167645296,0.9792691348275702,0.020920633396542,-0.0598138840367585,-0.0973901635448053,0.9999893319372828,0.0015722386939665,0.0004603389834908,0.0043188152468649,0.555000000000291,6.0,-0.0038975849838794,-0.0021900314232001,0.9800923490129178,0.0142817919254627,0.0040773883029667,-0.1152396251987113,0.9999910282570236,0.0007144700523605,0.0041707169775231,0.0001950843373332,0.555000000000291,7.0,0.0008589439940648,0.0035919179988324,0.9801374191103536,-0.0032612817102097,-0.0152520620532572,-0.0288017408108445,0.9999620190393306,0.0036790639314634,-0.0020496152272105,0.0076304681897056,0.555000000000291,8.0,-0.0006785369996886,0.0021161395419954,0.9792962072534432,0.0019698034018404,0.0077318575678312,-0.0400408004124005,0.9999006886882846,0.0016992729148915,0.001456446835349,-0.0139141652595699
